1,null,40.24,tap,COMPLETED,2026-04-15 14:53:30,
2,1,40.24,tap,COMPLETED,2026-04-15 14:56:26,
3,null,40.24,tap,COMPLETED,2026-04-15 15:00:14,
4,null,80.48,tap,COMPLETED,2026-04-15 15:04:26,
